Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2023-04-17,17.062694549560547,17.120187816713585,16.743288051349925,16.762452879880637,49427100
2023-04-18,17.497087478637695,17.64401539295968,16.9413208573627,17.062694448689047,99478800
2023-04-19,16.934932708740234,17.44598261932846,16.896604270055892,17.350160913398057,73217800
2023-04-20,17.04991912841797,17.23517426284403,16.794394174844566,16.941320870844386,54738400
2023-04-24,17.37571144104004,17.414039874039638,16.928541921768694,16.992423455727305,43820900
2023-04-25,17.30544090270996,17.567354084310022,17.06907960255342,17.35015760906526,53854100
2023-04-26,17.088245391845703,17.388487021774694,17.088245391845703,17.32460670534137,40249400
2023-04-27,16.673017501831055,17.362935408602873,16.551642705532238,17.15212719315701,115632700
2023-04-28,17.054523468017578,17.306382413102614,16.658742576759938,16.982563181195435,81138500
2023-05-02,16.36370849609375,17.083308701054047,16.291748201092027,17.054525406570438,67911100
2023-05-03,16.30613899230957,16.543606982584823,16.133435124157415,16.262963368403614,51133700
2023-05-04,16.56519317626953,16.824248256194117,16.270157270988648,16.471644402871313,57854400
2023-05-05,17.270401000976562,17.39273306296794,16.680329186381037,16.76668042277015,83365200
2023-05-08,17.637399673461914,17.72375092202478,17.421518806998044,17.59422404918048,59352300
2023-05-09,17.69496726989746,17.84608263807126,17.44310695041281,17.565439027160878,33978200
2023-05-10,17.651790618896484,17.86047393030157,17.507870052561206,17.69496623978577,41500700
2023-05-11,18.299428939819336,18.335408392224156,17.220028897337137,17.363948079484555,136878100
2023-05-12,18.889503479003906,19.24210737924191,18.335411047546327,18.40737133530534,117237500
2023-05-15,18.464937210083008,18.817541070583985,18.277841032005888,18.75277695615236,81996700
2023-05-16,18.92548179626465,19.45079090448313,18.76717027075654,18.78875876754193,117782700
2023-05-17,18.464937210083008,19.25649754116985,18.356997476873026,19.141361642742112,107129200
2023-05-18,18.572879791259766,18.601664456544633,18.24186437565413,18.414568249778164,63010500
2023-05-19,18.54409408569336,18.839130003833574,18.450545308217755,18.767169722512694,69245500
2023-05-22,18.436153411865234,18.716796984955277,18.34980080416853,18.62324821223984,38010200
2023-05-23,18.889503479003906,19.019031722464465,18.364195711661264,18.45774312497815,58285300
2023-05-24,19.17734146118164,19.357241477463887,18.745581147598614,18.88950170963569,54796400
2023-05-25,19.033424377441406,19.314067994681775,18.846328175105043,19.28528333007848,49182700
2023-05-26,19.2852840423584,19.364440500412663,19.090993039223648,19.292480208775004,39866600
2023-05-29,19.20612907409668,19.29967649302691,19.11258028263804,19.249304700331525,17977100
2023-05-30,18.99024772644043,19.28528368135647,18.896700309832475,19.227715723629643,45736700
2023-05-31,18.795955657958984,18.96865952131727,18.616055628728063,18.903895400991875,49207600
2023-06-01,19.400419235229492,19.429203899820614,18.824739668690594,18.92548324970281,63148200
2023-06-02,19.558731079101562,19.86096317818918,19.508359291341673,19.738631105403044,39919300
2023-06-05,19.76741600036621,19.832180124893743,19.59471212580226,19.817789164743036,39321700
2023-06-06,20.184782028198242,20.32870259558537,19.580317841217514,19.753023071093367,75426600
2023-06-07,20.774856567382812,20.911579605246903,20.45823212266868,20.61654365876158,82330400
2023-06-09,21.789493560791016,21.868648645877748,20.882797185254788,20.940365143739864,80442400
2023-06-12,22.170879364013672,22.300407605516867,21.616788313457562,21.74631518243245,119350400
2023-06-13,22.12761878967285,22.41897278801002,21.920603298471207,22.41897278801002,79174900
2023-06-14,23.078351974487305,23.078351974487305,22.142949408910457,22.188953820678343,98326000
2023-06-15,22.533981323242188,23.653397307075235,22.449642814547904,23.155027808325446,120579500
2023-06-16,22.72566032409668,22.94034320622393,22.26562787475006,22.411304134586327,94572000
2023-06-19,23.323705673217773,23.354373822186908,22.65665624985024,22.71799401019607,34573900
2023-06-20,23.4387149810791,23.576725314466078,22.925010663698494,23.231699480998643,55605300
2023-06-21,24.42011833190918,24.535126444636916,23.653395630514275,23.714733388129567,89294300
2023-06-22,24.113428115844727,24.29744137779341,23.82974008966921,24.121094055486108,43455800
2023-06-23,23.124357223510742,23.983087317280525,22.917341737190227,23.92174955789751,76023400
2023-06-26,23.645727157592773,23.806738215641296,23.093687364045437,23.093687364045437,53635000
2023-06-27,23.461715698242188,23.92174962613077,23.262367614076883,23.714734139219775,48399600
2023-06-28,23.684062957763672,23.906413235422157,23.423377131326287,23.446379338038096,36794600
2023-06-29,23.791406631469727,23.860411793562243,23.584391145192182,23.768404423303043,32071800
2023-06-30,22.641321182250977,23.829740746846603,22.48030865960084,23.768402991172135,104262900
2023-07-03,23.063018798828125,23.139691361447003,22.78699815836315,22.78699815836315,31266900
2023-07-04,23.116687774658203,23.30070103651968,22.97101006061509,22.97101006061509,18308000
2023-07-05,23.086021423339844,23.423378365104618,22.740995616526412,23.124356974137992,53585500
2023-07-06,22.733327865600586,23.001681104298907,22.34996651386227,22.886672991258912,47685700
2023-07-07,22.618318557739258,23.155025006784175,22.51097785289324,22.817666625601444,55533500
2023-07-10,22.65665626525879,22.74866363704389,22.242626748244742,22.319299314331065,25590200
2023-07-11,22.34996795654297,22.641323421619155,22.23495983607925,22.641323421619155,40877000
2023-07-12,22.36530113220215,22.825335042929225,22.342298924823176,22.388303339581125,40181800
2023-07-13,22.717994689941406,22.786999855196118,22.265629607860404,22.288630354673572,35886500
2023-07-14,22.273292541503906,22.679656075097164,22.127616289995633,22.61831832119699,34451100
2023-07-17,22.227291107177734,22.303963670382473,21.429900252107966,21.782591995479255,52160800
2023-07-18,22.104618072509766,22.388306149492283,22.012610693853695,22.23496100586806,35640400
2023-07-19,22.311630249023438,22.334630993450237,21.9052667027297,22.08927997018136,46517700
2023-07-20,22.334632873535156,22.50331281303724,22.142952187670115,22.288629918401668,33177100
2023-07-21,22.756330490112305,22.89434081325192,22.33463211802931,22.34996692335761,52059200
2023-07-24,23.23169708251953,23.316037046972536,22.817667587511338,22.848335734871306,45268100
2023-07-25,23.768402099609375,23.80673764706514,23.155024565872736,23.385040775422127,56261000
2023-07-26,23.768402099609375,23.9370805557851,23.48471407625156,23.73006655215361,45880200
2023-07-27,22.533981323242188,23.684065456852903,22.52631392019587,23.653397307075235,86471900
2023-07-28,22.81766700744629,22.963344725323328,22.480308620617993,22.564648582926928,43608600
2023-07-31,23.85274314880371,23.883411295688166,23.231696722309586,23.231696722309586,91290800
2023-08-01,23.461715698242188,23.837409658335726,22.9633462190327,23.837409658335726,75752400
2023-08-02,23.408042907714844,23.446378455050034,22.84833426473229,23.39270810381781,62068400
2023-08-03,23.70706558227539,23.868076644873284,23.477049360733407,23.71473298464779,57304400
2023-08-04,23.00168228149414,23.875745740220495,22.80233419289895,23.5383887863587,120685800
2023-08-07,23.14735984802246,23.38504348710581,22.894341403215652,22.894341403215652,44984900
2023-08-08,23.170358657836914,23.300701570778337,22.786997321233613,22.932675038616953,34771300
2023-08-09,23.354373931884766,23.553722019546967,23.124357695109378,23.162693247102755,48561500
2023-08-10,23.48471450805664,23.66106183185483,23.093687237114477,23.23169608793719,54020200
2023-08-11,23.431045532226562,23.799073543264132,23.12435674170151,23.469382545046887,39403200
2023-08-14,23.492382049560547,23.569054608744157,23.208695481710848,23.369706539829743,27992700
2023-08-15,23.66106414794922,24.650137181310317,23.653396745085075,24.573463152668875,87366200
2023-08-16,24.182435989379883,24.519792942992616,23.676397634145637,23.76840500666302,74461000
2023-08-17,24.105762481689453,24.680803053447377,24.006087710152567,24.343446113003733,57570600
2023-08-18,24.16710090637207,24.28977642671649,23.90641506003828,24.082760937732445,45579700
2023-08-21,23.99842071533203,24.558127953786023,23.745402274496147,24.30511097535768,42236900
2023-08-22,24.364004135131836,24.364004135131836,24.069502279616152,24.276449242219936,31372200
2023-08-23,25.66140365600586,25.66140365600586,24.7460608574876,24.83361575567868,95507400
2023-08-24,25.62160301208496,26.04345814218819,25.343022013596645,25.68528040391381,49332300
2023-08-25,25.446495056152344,25.84447116927972,25.311183633134817,25.772835620732053,34079000
2023-08-28,25.733036041259766,25.740994196341553,25.358938990013325,25.549965075025,24956100
2023-08-29,25.78875160217285,25.86834529625479,25.462411080196812,25.78875160217285,40607500
2023-08-30,25.963857650756836,26.02753503338463,25.70915419285511,25.796709075815965,34637900
2023-08-31,25.422616958618164,26.09917405791258,25.37485891526616,26.035496666776577,48971500
2023-09-01,25.971820831298828,26.019575835623204,25.438533338005314,25.637520619503427,50089200
2023-09-04,25.701200485229492,26.043458885312667,25.63752309158367,26.011620188489754,21667400
2023-09-05,26.560821533203125,26.656337614637998,25.645481858406125,25.685278707518176,75082900
2023-09-06,26.68021583557129,26.9030806256464,26.441431698161523,26.544902901379228,57856500
2023-09-08,26.584701538085938,26.799605126238294,26.473266111982067,26.648375888126104,39074100
2023-09-11,26.560821533203125,26.815525011086198,26.52898587569646,26.640418267732183,30276200
2023-09-12,26.688173294067383,26.88716057609605,26.656337636534566,26.70409264098627,31963000
2023-09-13,26.290197372436523,26.82348483961403,26.290197372436523,26.783687992524317,47685700
2023-09-14,26.95879554748535,27.06226978211174,26.345914367475057,26.345914367475057,46502100
2023-09-15,26.97471809387207,27.054314836220822,26.75185328790608,26.95879874540232,54801500
2023-09-18,27.165748596191406,27.627397579653493,26.942880742787427,27.062274344121896,52363400
2023-09-19,27.229421615600586,27.555760668692916,27.11798921254056,27.229421615600586,43247200
2023-09-20,27.2930965423584,27.547800022415984,27.07022872007927,27.18166414937133,39102300
2023-09-21,26.871244430541992,27.293099583388784,26.767773217699386,27.062273580022374,60109400
2023-09-22,27.08614730834961,27.213499044810863,26.911040568405944,27.078189153204175,31020500
2023-09-25,27.26125717163086,27.32493455821723,27.006553697895196,27.022473044541787,26767200
2023-09-26,26.63245964050293,27.13390848925197,26.63245964050293,27.062272939430677,60687500
2023-09-27,27.47616195678711,27.476161956787106,26.887158315529184,26.950835697850994,53708700
2023-09-28,27.42044448852539,27.49208002214924,27.22941538676028,27.42044448852539,30765000
2023-09-29,27.57167625427246,27.61147310189036,27.261256592026047,27.4602438664204,40227600
2023-10-02,27.15778350830078,27.675151658139388,27.00655426643187,27.500041877645405,34403400
2023-10-03,27.038394927978516,27.24534038119039,26.767772082205944,27.038394927978516,37947300
2023-10-04,25.963857650756836,26.831442253079814,25.780789730159018,26.743887370118962,88895900
2023-10-05,26.051414489746094,26.218563077237047,25.70119796791196,25.87630471067655,35342000
2023-10-06,26.67225456237793,26.918999890854757,25.73303736293894,25.94794096053856,48132800
2023-10-09,27.81842803955078,27.921902296474496,27.141869327425642,27.181669220607837,77528400
2023-10-10,28.02536964416504,28.12884388678927,27.651275597655346,27.778627343844736,48326500
2023-10-11,27.953731536865234,28.0572057700122,27.452285790093875,27.96965088321899,41578500
2023-10-13,28.877033233642578,28.940710620959273,28.479058671828078,28.48701986339514,66943700
2023-10-16,29.195417404174805,29.290930459662334,28.622332998639045,28.972552595935472,49626600
2023-10-17,29.983400344848633,29.983400344848633,29.155615610381172,29.211331802999997,68814800
2023-10-18,30.659963607788086,30.731599157379154,30.174434109038096,30.23811150258804,85931700
2023-10-19,30.51668930053711,30.620163536025416,30.182389092153706,30.532608647251074,56016600
2023-10-20,30.126676559448242,30.930586966561506,29.76054064942898,30.795274021194643,66242400
2023-10-23,28.13680076599121,29.290927621392076,28.065165222240676,29.123779031409157,104499100
2023-10-24,28.558656692504883,28.80539898871013,27.99353048167832,28.37558875017983,78634900
2023-10-25,28.709882736206055,28.87703131233387,28.455179276495645,28.717843927243422,32846500
2023-10-26,28.41538429260254,28.598452226498846,27.977612882302243,28.53477483924538,47858600
2023-10-27,28.20843505859375,29.02030350632214,27.993528436874044,28.821316230985914,45843100
2023-10-30,27.921897888183594,28.431304862913112,27.746788102005922,28.319872466729166,31346900
2023-10-31,27.651273727416992,28.00149024667407,27.452286447685825,27.866177317578316,36965200
2023-11-01,27.953731536865234,28.28803173768433,27.778624799583667,27.87413784140133,46335300
2023-11-03,28.28803253173828,28.56661350998667,27.898016125885594,28.48701981228854,30959700
2023-11-06,28.264150619506836,28.7576412374232,28.264150619506836,28.447221580662617,33583600
2023-11-07,27.794544219970703,28.192518814435154,27.587598766823472,27.913937812832113,48919900
2023-11-08,27.197580337524414,27.699029140011113,26.990634899524732,27.539838706616372,59742900
2023-11-09,27.76270866394043,27.977615310112398,27.348814719791285,27.46024712084967,56231100
2023-11-10,27.635356903076172,27.90597974966363,27.46820526525362,27.58759885851184,40004800
2023-11-13,28.407424926757812,28.45518297026727,27.595556404927834,27.603517596998646,44120000
2023-11-14,28.797441482543945,28.845199526259968,28.248237643182865,28.40742504962597,50888600
2023-11-16,28.295995712280273,29.04418996326174,28.256198856363394,28.63825413851531,72361200
2023-11-17,29.219289779663086,29.38643835650045,28.51089558956733,28.518856780638494,87666300
2023-11-20,29.24317169189453,29.62522690105024,28.869074637879507,29.26704919362148,67796900
2023-11-21,28.940711975097656,29.08398306695894,28.58253424544445,29.08398306695894,49597800
2023-11-22,29.082359313964844,29.082359313964844,28.329659010980055,28.867303436812644,58578300
2023-11-23,29.090625762939453,29.1567987356073,28.79285685183716,29.057542431906537,24068100
2023-11-24,29.173341751098633,29.628269891086195,28.710140411941655,28.933469460001216,53456200
2023-11-27,29.00791358947754,29.28087237712807,28.743228001313987,28.95001381427308,36996000
2023-11-28,29.44629669189453,29.46283993454975,29.074084775705295,29.090624863059606,36875900
2023-11-29,29.140256881713867,29.80197086343479,28.900384577308422,29.694444510674685,37528600
2023-11-30,29.702714920043945,29.71098496447284,29.14853043957344,29.33049981471985,58808800
2023-12-01,29.504199981689453,29.777158785097463,29.388400424595613,29.545559670909782,36388100
2023-12-04,28.87557029724121,29.40494146443573,28.825940567078835,29.313955203455226,35601900
2023-12-05,28.74323272705078,29.0906314353941,28.685332942326895,28.883845588436902,43234200
2023-12-06,27.709299087524414,28.784584689711405,27.709299087524414,28.5777988756254,64179200
2023-12-07,27.643125534057617,28.271756162694,27.32881337504048,27.833371255700953,64723900
2023-12-08,28.528173446655273,28.569529980075053,27.692756957190028,27.882999535162003,53290700
2023-12-11,28.420644760131836,28.693600412863024,28.321388445984255,28.503357829371264,30613300
2023-12-12,28.189044952392578,28.619156688276796,27.95744268464578,28.577800154668843,30371500
2023-12-13,28.594345092773438,28.635701628830876,28.238673203136855,28.29657298467756,38992900
2023-12-14,29.21470069885254,29.562102520796508,28.817672298988892,28.950015098943442,57950000
2023-12-15,29.280874252319336,29.603459636346198,28.950015668275665,29.181614783925454,56570100
2023-12-18,29.644817352294922,30.02530253040199,29.429761472804408,29.570374325682547,44474300
2023-12-19,29.983943939208984,29.983943939208984,29.620002031441505,29.744071630423022,32183000
2023-12-20,30.091474533081055,30.389246629843914,30.01703150889034,30.083201333003572,38947900
2023-12-21,30.099742889404297,30.33961519337438,29.835057297196325,30.331341993760986,30511900
2023-12-22,30.38924789428711,30.438874475611577,30.08320258471276,30.19073210308487,31234700
2023-12-26,30.87725830078125,30.910341631963554,30.4636866856428,30.488499972854783,23466800
2023-12-27,30.902070999145508,30.959970771737513,30.711828438443067,30.86898451329266,19588500
2023-12-28,30.802818298339844,30.902074612202433,30.637389005034642,30.794545098258855,21421900
