Price,Close,High,Low,Open,Volume,Media_Movel_20
Ticker,,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,
2023-03-13,15.452886581420898,15.880891333795207,15.395393314800538,15.68285842946326,58605500,16.49574637413025
2023-03-14,15.178194999694824,15.797843088324385,15.075985030816524,15.510378007768768,58916700,16.40120210647583
2023-03-15,14.909893035888672,14.999326451102958,14.564933488452596,14.903504760739237,93708800,16.290687465667723
2023-03-16,14.858789443969728,15.02488095808511,14.673533102612142,14.948222867555312,66821000,16.18081169128418
2023-03-17,15.01849365234375,15.018493652343748,14.603265449456272,14.756580421979075,93502700,16.077643489837648
2023-03-20,14.64798069000244,15.10792556128319,14.622427587934027,15.018492140921676,57575200,15.952436304092407
2023-03-21,14.948222160339355,15.075985232364744,14.743802219849902,14.820460306752924,43391200,15.85533685684204
2023-03-22,14.903504371643066,15.088760690823356,14.71824927090164,14.941832803100107,46435600,15.777720975875855
2023-03-23,14.564935684204102,15.120703521601262,14.430785541158732,14.929060111982425,74711200,15.657943677902221
2023-03-24,14.558545112609863,14.775740355816348,14.360512256237605,14.507438916045057,52556800,15.558608150482177
2023-03-27,14.807683944702148,14.922670467303607,14.584099175025866,14.762967234454687,39148700,15.46374444961548
2023-03-28,15.069598197937012,15.10153835935423,14.788520147397085,14.833236860756811,29091100,15.41104235649109
2023-03-29,15.267629623413086,15.357064267072724,14.992939853448055,15.14625481887153,49148600,15.366325426101685
2023-03-30,15.312344551086426,15.510377424474843,15.12708944637594,15.491212599116285,56116900,15.344925117492675
2023-03-31,14.980161666870115,15.472046630332567,14.826845512209909,15.331508243405981,59547800,15.273058605194091
2023-04-03,15.64452838897705,15.650916664440519,15.203747129509491,15.38900346263316,73931200,15.22610583305359
2023-04-04,15.503990173339844,15.817008364236688,15.395391926013266,15.733962000636907,57505700,15.199595212936401
2023-04-05,15.555096626281738,15.670083159994496,14.865178642444295,15.452886644856866,93626400,15.165418910980225
2023-04-06,15.33150863647461,15.59981008635047,15.299568480857488,15.548705106299774,29565400,15.123576641082764
2023-04-10,15.657308578491213,15.753130295833218,15.350678595621089,15.350678595621089,41455900,15.108564805984496
2023-04-11,16.391939163208008,16.417492264443236,15.73396142766806,15.778679354829707,80565000,15.155517435073852
2023-04-12,16.51331329345703,16.70495667126255,16.085308612481743,16.596358432255723,71563400,15.222273349761963
2023-04-13,16.628297805786133,16.66662623304545,16.481369934154404,16.51331130556945,38852800,15.308193588256836
2023-04-14,16.800779342651367,16.864660878468538,16.430267897038522,16.481372882004468,38421100,15.405293083190918
2023-04-17,17.062692642211914,17.120185902938086,16.743286179706065,16.76245100609444,49427100,15.507503032684326
2023-04-18,17.49708366394043,17.644011546229343,16.94131716383311,17.06269072869771,99478800,15.649958181381226
2023-04-19,16.9349308013916,17.445980654421266,16.896602367024116,17.350158959283075,73217800,15.749293613433839
2023-04-20,17.049915313720703,17.23517040669834,16.79439041731768,16.941317080444566,54738400,15.85661416053772
2023-04-24,17.375713348388672,17.414041785595618,16.9285437800311,16.992425321002045,43820900,15.997153043746948
2023-04-25,17.30544090270996,17.567354084310022,17.06907960255342,17.35015760906526,53854100,16.134497833251952
2023-04-26,17.088245391845703,17.388487021774694,17.088245391845703,17.32460670534137,40249400,16.24852590560913
2023-04-27,16.673017501831055,17.362935408602873,16.551642705532238,17.15212719315701,115632700,16.32869687080383
2023-04-28,17.05452537536621,17.30638434861872,16.65874443984512,16.98256508049615,81138500,16.41804165840149
2023-05-02,16.363706588745117,17.083306709829042,16.291746302131063,17.054523418700406,67911100,16.470609760284425
2023-05-03,16.306137084960938,16.543605047459273,16.133433237010163,16.26296146610529,51133700,16.536908531188963
2023-05-04,16.565195083618164,16.824250193370858,16.27015914436627,16.471646299448555,57854400,16.582941865921022
2023-05-05,17.270401000976562,17.39273306296794,16.680329186381037,16.76668042277015,83365200,16.671262407302855
2023-05-08,17.637401580810547,17.723752838711636,17.42152069100083,17.594225951860004,59352300,16.775377655029295
2023-05-09,17.69496726989746,17.84608263807126,17.44310695041281,17.565439027160878,33978200,16.89355058670044
2023-05-10,17.651792526245117,17.860475860199294,17.50787194435863,17.694968151799706,41500700,16.993274784088136
2023-05-11,18.299434661865234,18.335414125520465,17.220034281865587,17.363953509015072,136878100,17.088649559020997
2023-05-12,18.88949966430664,19.242103493336998,18.335407344746912,18.40736761797369,117237500,17.207458877563475
2023-05-15,18.46493911743164,18.817543014355078,18.277842920028288,18.752778893233597,81996700,17.299290943145753
2023-05-16,18.92548179626465,19.45079090448313,18.76717027075654,18.78875876754193,117782700,17.405526065826415
2023-05-17,18.46493911743164,19.25649953028326,18.356999373071943,19.14136361996248,107129200,17.475638389587402
2023-05-18,18.57287979125977,18.601664456544633,18.24186437565413,18.414568249778164,63010500,17.52942819595337
2023-05-19,18.54409408569336,18.839130003833574,18.450545308217755,18.767169722512694,69245500,17.609886360168456
2023-05-22,18.4361572265625,18.716800857721612,18.34980460099824,18.62325206564963,38010200,17.679198455810546
2023-05-23,18.88949966430664,19.01902788160923,18.364192003048846,18.457739397474022,58285300,17.754887771606445
2023-05-24,19.177339553833008,19.357239552222676,18.745579283192193,18.889499830915153,54796400,17.8484827041626
2023-05-25,19.033422470092773,19.31406605920971,18.84632628650541,19.28528139749094,49182700,17.94574155807495
2023-05-26,19.2852840423584,19.364440500412663,19.090993039223648,19.292480208775004,39866600,18.076354885101317
2023-05-29,19.20612525939941,19.299672659749373,19.112576486521313,19.24930087705877,17977100,18.183934879302978
2023-05-30,18.9902458190918,19.285281744374924,18.896698411879587,19.227713792430126,45736700,18.315261840820312
2023-05-31,18.795957565307617,18.968661446191295,18.616057517821062,18.90389731929386,49207600,18.439752864837647
2023-06-01,19.40041923522949,19.429203899820614,18.824739668690594,18.92548324970281,63148200,18.581514072418212
2023-06-02,19.558732986450195,19.860965115011197,19.508361193778097,19.738633030295354,39919300,18.695930671691894
2023-06-05,19.76741600036621,19.832180124893743,19.59471212580226,19.817789164743036,39321700,18.80243139266968
2023-06-06,20.184785842895508,20.32870643748201,19.580321541677833,19.753026804193038,75426600,18.92692232131958
2023-06-07,20.77485466003418,20.91157768534567,20.458230244389476,20.61654176594772,82330400,19.083075428009032
2023-06-09,21.789493560791016,21.868648645877748,20.882797185254788,20.940365143739864,80442400,19.257578372955322
2023-06-12,22.170879364013672,22.300407605516867,21.616788313457562,21.74631518243245,119350400,19.421647357940675
2023-06-13,22.12761688232422,22.418970855547357,21.920601408966824,22.418970855547357,79174900,19.604781246185304
2023-06-14,23.07835578918457,23.07835578918457,22.142953068991932,22.18895748836404,98326000,19.8124249458313
2023-06-15,22.533979415893555,23.653395304975636,22.44964091433795,23.15502584840944,120579500,20.015876960754394
2023-06-16,22.72566032409668,22.94034320622393,22.26562787475006,22.411304134586327,94572000,20.22351598739624
2023-06-19,23.323707580566406,23.3543757320435,22.656658102649402,22.71799586801127,34573900,20.46249666213989
2023-06-20,23.43871307373047,23.576723395886713,22.92500879815306,23.231697590496097,55605300,20.71262445449829
2023-06-21,24.42012023925781,24.53512836096833,23.653397477977553,23.714735240383668,89294300,20.98915548324585
2023-06-22,24.11343002319336,24.29744329969731,23.829741974578397,24.121095963441107,43455800,21.235960006713867
2023-06-23,23.124357223510746,23.983087317280525,22.917341737190227,23.92174955789751,76023400,21.440506744384766
2023-06-26,23.645727157592773,23.806738215641296,23.093687364045437,23.093687364045437,53635000,21.658528900146486
2023-06-27,23.461715698242188,23.92174962613077,23.262367614076883,23.714734139219775,48399600,21.871308422088624
2023-06-28,23.684062957763672,23.906413235422157,23.423377131326287,23.446379338038096,36794600,22.105999279022218
2023-06-29,23.791404724121094,23.86040988068149,23.584389254439905,23.76840251779849,32071800,22.355771636962892
2023-06-30,22.64132308959961,23.829742754309997,22.480310553385465,23.768404993468316,104262900,22.517816829681397
2023-07-03,23.063018798828125,23.139691361447003,22.78699815836315,22.78699815836315,31266900,22.693031120300294
2023-07-04,23.11668586730957,23.300699113988188,22.971008165286268,22.971008165286268,18308000,22.86049461364746
2023-07-05,23.086021423339844,23.423378365104618,22.740995616526412,23.124356974137992,53585500,23.00555639266968
2023-07-06,22.73332977294922,23.001683034162642,22.34996838904651,22.886674911473353,47685700,23.10348014831543
2023-07-07,22.61832046508789,23.15502695939198,22.510979751190092,22.817668549760622,55533500,23.144921493530273
2023-07-10,22.65665435791016,22.748661721949627,22.242624875751147,22.319297435382797,25590200,23.1692102432251
2023-07-11,22.349966049194336,22.64132148940622,22.234957938545424,22.64132148940622,40877000,23.180327701568604
2023-07-12,22.36530113220215,22.825335042929225,22.342298924823176,22.388303339581125,40181800,23.14467496871948
2023-07-13,22.717994689941406,22.786999855196118,22.265629607860404,22.288630354673572,35886500,23.153875732421874
2023-07-14,22.27329444885254,22.679658017244286,22.12761818486944,22.618320258091526,34451100,23.131257438659667
2023-07-17,22.22729110717773,22.303963670382473,21.429900252107966,21.782591995479255,52160800,23.076436614990236
2023-07-18,22.104616165161133,22.388304217664963,22.012608794444134,22.23495908727248,35640400,23.009731769561768
2023-07-19,22.31163024902344,22.334630993450237,21.9052667027297,22.08927997018136,46517700,22.904307270050047
2023-07-20,22.334636688232425,22.5033166565446,22.14295596962882,22.28863372524175,33177100,22.815367603302
2023-07-21,22.756332397460938,22.89434273216805,22.334633990032803,22.3499687966464,52059200,22.796966361999512
2023-07-24,23.231698989868164,23.316038961245578,22.817669460867684,22.84833761074554,45268100,22.776264953613282
2023-07-25,23.76840209960937,23.80673764706514,23.155024565872736,23.385040775422127,56261000,22.79159927368164
2023-07-26,23.76840209960937,23.9370805557851,23.48471407625156,23.73006655215361,45880200,22.795816230773926
2023-07-27,22.533979415893555,23.68406345215745,22.52631201349623,23.653395304975636,86471900,22.73294496536255
2023-07-28,22.817670822143555,22.96334856437525,22.4803123789151,22.564652355324135,43608600,22.741762351989745
2023-07-31,23.85274314880371,23.883411295688166,23.231696722309586,23.231696722309586,91290800,22.781248569488525
2023-08-01,23.461715698242188,23.837409658335726,22.9633462190327,23.837409658335726,75752400,22.798500061035156
2023-08-02,23.40804672241211,23.44638227599466,22.848337988216503,23.392711916016037,62068400,22.814601325988768
2023-08-03,23.70706558227539,23.868076644873284,23.477049360733407,23.71473298464779,57304400,22.863288116455077
2023-08-04,23.00168228149414,23.875745740220495,22.80233419289895,23.5383887863587,120685800,22.88245620727539
2023-08-07,23.147357940673828,23.38504156017198,22.894339516715803,22.894339516715803,44984900,22.906991386413573
2023-08-08,23.170360565185547,23.3007034888566,22.786999197024524,22.932676926399832,34771300,22.948011112213134
2023-08-09,23.35437393188477,23.553722019546967,23.124357695109378,23.162693247102755,48561500,22.997464752197267
2023-08-10,23.48471450805664,23.66106183185483,23.093687237114477,23.23169608793719,54020200,23.035800743103028
2023-08-11,23.43104362487793,23.799071605957053,23.124354859318153,23.469380634577522,39403200,23.093688201904296
2023-08-14,23.492382049560547,23.569054608744157,23.208695481710848,23.369706539829743,27992700,23.156942749023436
2023-08-15,23.66106414794922,24.650137181310317,23.653396745085075,24.573463152668875,87366200,23.234765148162843
2023-08-16,24.18243408203125,24.519791009035522,23.676395766709923,23.76840313197038,74461000,23.328305339813234
2023-08-17,24.10576057434082,24.680801100599133,24.006085810690617,24.343444186848576,57570600,23.416861534118652
2023-08-18,24.16710090637207,24.28977642671649,23.90641506003828,24.082760937732445,45579700,23.487399959564208
2023-08-21,23.998422622680664,24.55812990561912,23.745404161735358,24.30511290708147,42236900,23.525736141204835
2023-08-22,24.364002227783203,24.364002227783203,24.06950039532275,24.276447341725586,31372200,23.555516147613524
2023-08-23,25.66140365600586,25.66140365600586,24.7460608574876,24.83361575567868,95507400,23.65016622543335
2023-08-24,25.621601104736328,26.0434562034354,25.34302012698641,25.685278491824842,49332300,23.80454730987549
2023-08-25,25.44649314880371,25.844469232100682,25.311181735928482,25.772833688922475,34079000,23.935988426208496
2023-08-28,25.7330379486084,25.74099610428005,25.358940869633653,25.5499669688043,24956100,24.030003166198732
2023-08-29,25.78875160217285,25.86834529625479,25.462411080196812,25.78875160217285,40607500,24.146354961395264
2023-08-30,25.96385955810547,26.02753694541111,25.7091560814928,25.79671097088558,34637900,24.27414560317993
2023-08-31,25.422616958618164,26.09917405791258,25.37485891526616,26.035496666776577,48971500,24.35992317199707
2023-09-01,25.971818923950195,26.019573924767485,25.438531469820866,25.63751873670552,50089200,24.508430004119873
2023-09-04,25.70119857788086,26.043456952564203,25.63752118896069,26.01161825810412,21667400,24.636122035980225
2023-09-05,26.560821533203125,26.656337614637998,25.645481858406125,25.685278707518176,75082900,24.805645084381105
2023-09-06,26.68021583557129,26.9030806256464,26.441431698161523,26.544902901379228,57856500,24.97193717956543
2023-09-08,26.584705352783203,26.79960897177255,26.473269910689222,26.648379711960146,39074100,25.12693672180176
2023-09-11,26.560821533203125,26.815525011086198,26.52898587569646,26.640418267732183,30276200,25.28342561721802
2023-09-12,26.688175201416016,26.887162497665894,26.65633954160797,26.70409454947263,31963000,25.44321527481079
2023-09-13,26.29020118713379,26.823488731691096,26.29020118713379,26.78369187882688,47685700,25.574672126770018
2023-09-14,26.95879554748535,27.06226978211174,26.345914367475057,26.345914367475057,46502100,25.713490200042724
2023-09-15,26.97471618652344,27.054312923244,26.75185139631594,26.958796839179325,54801500,25.856937980651857
2023-09-18,27.16574478149414,27.62739370013007,26.942876959385945,27.0622705439548,52363400,26.006870174407958
2023-09-19,27.229421615600582,27.555760668692916,27.11798921254056,27.229421615600586,43247200,26.168420124053956
2023-09-20,27.29309463500977,27.547798097267673,27.070226828305515,27.181662249810028,39102300,26.314874744415285
2023-09-21,26.871240615844727,27.293095708804092,26.767769417691106,27.062269738206215,60109400,26.375366592407225
2023-09-22,27.08614921569824,27.213500961127334,26.911042463423936,27.07819105999241,31020500,26.44859399795532
2023-09-25,27.26125907897949,27.324936470021083,27.006555587423364,27.022474935183762,26767200,26.53933229446411
2023-09-26,26.632457733154297,27.13390654599085,26.632457733154297,27.062271001299916,60687500,26.584303283691405
2023-09-27,27.476163864135746,27.476163864135742,26.887160181990183,26.950837568732368,53708700,26.66867389678955
2023-09-28,27.420448303222656,27.492083846812346,27.22941917488182,27.420448303222656,30765000,26.74150333404541
2023-09-29,27.571680068969727,27.611476922093747,27.261260363774998,27.460247665700365,40227600,26.848956489562987
2023-10-02,27.15778541564941,27.675153601823883,27.006556163159352,27.500043809031567,34403400,26.90825481414795
2023-10-03,27.03839111328125,27.245336537296335,26.76776830568936,27.03839111328125,37947300,26.97511444091797
2023-10-04,25.96385955810547,26.83144422416267,25.780791624059173,26.74388933476989,88895900,26.945266342163087
2023-10-05,26.051414489746094,26.218563077237047,25.70119796791196,25.87630471067655,35342000,26.913826274871827
2023-10-06,26.672252655029297,26.918997965861223,25.733035522754285,25.94793910498602,48132800,26.91820363998413
2023-10-09,27.81842422485352,27.921898467587965,27.141865605503806,27.181665493228305,77528400,26.98108377456665
2023-10-10,28.025367736816406,28.128841972398394,27.65127371576678,27.77862545328887,48326500,27.04794340133667
2023-10-11,27.9537296295166,28.057203855603277,27.45228391696006,27.96964897478414,41578500,27.131119823455812
2023-10-13,28.877033233642575,28.940710620959273,28.479058671828078,28.48701986339514,66943700,27.227031707763672
2023-10-16,29.19541549682617,29.290928546073793,28.622331128730252,28.972550703146688,49626600,27.33806667327881
2023-10-17,29.983402252197266,29.98340225219727,29.155617465071533,29.21133366123466,68814800,27.478949546813965
2023-10-18,30.65996360778809,30.731599157379154,30.174434109038096,30.23811150258804,85931700,27.65047664642334
2023-10-19,30.51668739318848,30.62016162220945,30.182387205699442,30.53260673890745,56016600,27.811656284332276
2023-10-20,30.126672744750977,30.93058305007157,29.76053688109254,30.795270121838293,66242400,27.974427890777587
2023-10-23,28.136798858642575,29.290925635807028,28.065163319748102,29.123777057154847,104499100,28.026960372924805
2023-10-24,28.55865859985352,28.805400912537955,27.993532351283836,28.37559064530189,78634900,28.091830348968507
2023-10-25,28.70988655090332,28.877035149240257,28.455183057350332,28.717847742998497,32846500,28.195701789855956
2023-10-26,28.41538619995117,28.598454146135694,27.977614760265993,28.534776754607957,47858600,28.24266290664673
2023-10-27,28.20843505859375,29.02030350632214,27.993528436874044,28.821316230985914,45843100,28.282062244415282
2023-10-30,27.921894073486328,28.431300978620524,27.7467843112322,28.319868597660502,31346900,28.299572944641113
2023-10-31,27.65127944946289,28.001496041192397,27.452292128554078,27.866183084095518,36965200,28.324247646331788
2023-11-01,27.9537296295166,28.28802980752561,27.778622904182974,27.87413593948356,46335300,28.370014572143553
2023-11-03,28.28803253173828,28.56661350998667,27.898016125885594,28.48701981228854,30959700,28.486223220825195
2023-11-06,28.26415252685547,28.75764317807404,28.26415252685547,28.44722350036542,33583600,28.596860122680663
2023-11-07,27.79454231262207,28.192516879776257,27.587596873676084,27.91393589729032,48919900,28.652974605560303
2023-11-08,27.19758033752441,27.699029140011113,26.990634899524732,27.539838706616372,59742900,28.621932411193846
2023-11-09,27.76270866394043,27.977615310112398,27.348814719791285,27.46024712084967,56231100,28.60879945755005
2023-11-10,27.63535499572754,27.905977823637034,27.46820336944153,27.587596954459393,40004800,28.592880725860596
2023-11-13,28.40742492675781,28.45518297026727,27.595556404927834,27.603517596998646,44120000,28.569400310516357
2023-11-14,28.797435760498047,28.845193794724555,28.248232030263658,28.40741940507626,50888600,28.54950132369995
2023-11-16,28.29598999023437,29.044184089915216,28.256193142365255,28.63824834725755,72361200,28.465130710601805
2023-11-17,29.21929359436035,29.386442193019644,28.51089931178085,28.51886050389138,87666300,28.39309720993042
2023-11-20,29.243173599243164,29.625228833317937,28.869076520828134,29.267051102527493,67796900,28.329421520233154
2023-11-21,28.940711975097656,29.08398306695894,28.58253424544445,29.08398306695894,49597800,28.27012348175049
2023-11-22,29.082355499267575,29.082355499267578,28.329655295013566,28.867299650323996,58578300,28.317401313781737
2023-11-23,29.090625762939453,29.1567987356073,28.79285685183716,29.057542431906537,24068100,28.343999671936036
2023-11-24,29.1733455657959,29.62827376526972,28.710144166070855,28.933473243332855,53456200,28.367172622680663
2023-11-27,29.007911682128903,29.28087045183166,28.743226111369147,28.950011910731515,36996000,28.39679889678955
2023-11-28,29.4463005065918,29.46284375139015,29.074088542183393,29.090628631680435,36875900,28.458692169189455
2023-11-29,29.1402587890625,29.8019728140953,28.900386468956434,29.694446454297157,37528600,28.51961040496826
2023-11-30,29.702714920043945,29.71098496447284,29.14853043957344,29.33049981471985,58808800,28.622182178497315
2023-12-01,29.504199981689453,29.777158785097463,29.388400424595613,29.545559670909782,36388100,28.69970569610596
2023-12-04,28.875572204589844,29.40494340675147,28.82594247114922,29.31395713976096,35601900,28.729082679748537
2023-12-05,28.74322891235352,29.09062757459134,28.685329135313875,28.883841755078006,43234200,28.753036499023438
2023-12-06,27.70929718017578,28.784582708346303,27.709297180175778,28.577796908494243,64179200,28.748774242401122
2023-12-07,27.643125534057617,28.271756162694,27.32881337504048,27.833371255700953,64723900,28.771051502227785
2023-12-08,28.528173446655277,28.569529980075053,27.692756957190028,27.882999535162003,53290700,28.809324741363525
2023-12-11,28.42064476013184,28.693600412863024,28.321388445984255,28.503357829371264,30613300,28.84858922958374
2023-12-12,28.189044952392575,28.619156688276796,27.95744268464578,28.577800154668843,30371500,28.837670230865477
2023-12-13,28.594343185424805,28.635699718723608,28.238671319512854,28.29657109719143,38992900,28.827515602111816
2023-12-14,29.21470069885254,29.562102520796508,28.817672298988892,28.950015098943442,57950000,28.873451137542723
2023-12-15,29.280872344970703,29.60345770798444,28.950013782479076,29.181612883042558,56570100,28.87653007507324
2023-12-18,29.64481735229492,30.02530253040199,29.429761472804408,29.570374325682547,44474300,28.89661226272583
2023-12-19,29.98394775390625,29.983947753906254,29.620005799836385,29.744075414602616,32183000,28.94877405166626
2023-12-20,30.09147071838379,30.389242777398067,30.01702770363022,30.0831975193551,38947900,28.99922981262207
2023-12-21,30.099740982055664,30.339613270825613,29.835055406620185,30.33134007173647,30511900,29.049685573577882
2023-12-22,30.38924789428711,30.438874475611577,30.08320258471276,30.19073210308487,31234700,29.11048069000244
2023-12-26,30.877260208129883,30.910343541355804,30.463688567444304,30.48850185618905,23466800,29.20394811630249
2023-12-27,30.902074813842773,30.9599745935822,30.711832229655894,30.868988323905572,19588500,29.27673683166504
2023-12-28,30.802812576293945,30.902068871718313,30.637383313719504,30.794539377749814,21421900,29.359864521026612
